Q2,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q17,Q19,Q21,Q22,Q23,sex,age,occupation/school,student/faculty
A great deal,From the news,To aid in completion of a project,To get started with a project,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat,Very much so,A good amount,6 to 10,Curiosity,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat likely,Somewhat likely,,Male,46+,Professor/Faculty,Professor/Faculty
A good amount,From the news,Other; please specify,To obtain significant help with a project,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,,,,Somewhat,Somewhat,A good amount,11 or more times,To obtain significant help with a project,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat likely,Somewhat likely,,Female,22-25,CS & Math,Student
A good amount,From the news,To obtain significant help with a project,Curiosity,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat,Somewhat,A little,1 to 5,Curiosity,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat likely,Somewhat unlikely,I believe that instructors are going to need to change some aspects of their assessments in order for students not to be tempted to have AI programs like this complete their work.,Female,46+,Professor/Faculty,Professor/Faculty
A little,From the news,To obtain significant help with a project,To aid in completion of a project,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat,Somewhat,Not at all,0,I have not used ChatGPT,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat likely,Somewhat likely,,Female,18-21,Social & Behavioral Sciences,Student
A little,From a family member,To aid in completion of a project,To aid in completion of a project,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Very much so,Somewhat,Not at all,0,I have not used ChatGPT,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat likely,Neither likely nor unlikely,I think that it is scary but most likely extremely accurate and useful to people who use it,Female,18-21,Social & Behavioral Sciences,Student
A great deal,From the news,To obtain significant help with a project,To aid in completion of a project,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very much so,Very much so,A little,1 to 5,To obtain significant help with a project,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Very likely,Very likely,why spend 3 hours writing a paper when chatGPT can do it in 3 seconds?,Non-binary / third gender,18-21,Social & Behavioral Sciences,Student
A great deal,From a friend,Curiosity,Curiosity,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Very much so,Somewhat,A good amount,6 to 10,Curiosity,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither likely nor unlikely,Somewhat unlikely,"I think it’s fun to use to answer simple questions, but AI tends to have mistakes when answering complex questions. I think it is easy to determine when someone has been plagiarizing by using AI by comparing it to their other writing. AI has a very distinct way of typing out answers which I think can be easily detected sometimes, so plagiarizing shouldn’t be the biggest issue. To me, personal data and privacy seems like a bigger concern.",Female,18-21,Social & Behavioral Sciences,Student
A good amount,From the news,To aid in completion of a project,To get started with a project,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat,Somewhat,A little,1 to 5,Curiosity,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat likely,Neither likely nor unlikely,,Male,18-21,Social & Behavioral Sciences,Student
A little,From a friend,To aid in completion of a project,To get started with a project,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat,Somewhat,Not at all,0,I have not used ChatGPT,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat likely,Somewhat likely,"Potentially helpful, but also significant potential for plagiarism ",Female,18-21,Social & Behavioral Sciences,Student
A little,From a friend,To obtain significant help with a project,To get started with a project,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat,Not at all,Not at all,0,I have not used ChatGPT,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat unlikely,Very unlikely,"Even though the technology uses very advanced machine learning, I still would tend not to trust it and would rather make sure I know the information myself rather than relying on the program.",Female,18-21,Social & Behavioral Sciences,Student
Nothing at all,From this questionnaire,To obtain significant help with a project,To aid in completion of a project,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat,Somewhat,A little,1 to 5,To aid in completion of a project,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat likely,Somewhat likely,,Female,18-21,Social & Behavioral Sciences,Student
A good amount,From a family member,Curiosity,Curiosity,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Very much so,Somewhat,Not at all,0,I have not used ChatGPT,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat unlikely,Very unlikely,Interesting. Could be very beneficial or detrimental. Will cause people to not want to work as hatd,Female,18-21,,
A good amount,Other,To obtain significant help with a project,Curiosity,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Very much so,Somewhat,Not at all,0,I have not used ChatGPT,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat likely,Somewhat likely,,Female,18-21,Social & Behavioral Sciences,Student
A good amount,From a family member,Curiosity,To get started with a project,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Very much so,Very much so,A little,1 to 5,Curiosity,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat likely,Somewhat unlikely,"I enjoy it. I like to use it to plan out meals for the week. I think most people see it as a way for students to plagiarize and do homework, but it is useful for so many other reasons besides that. ",Female,22-25,Social & Behavioral Sciences,Student
A little,From the news,Curiosity,To get started with a project,Somewhat disagree,Somewhat agree,Strongly agree,,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat,Somewhat,Not at all,0,I have not used ChatGPT,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat likely,Somewhat likely,"AI is programmed to do whatever it does so if it gets out of hand, we can program it to have limits. It’s not a living thing to be scared of like some people are. ",Female,22-25,Social & Behavioral Sciences,Student
A great deal,From the news,To obtain significant help with a project,To obtain significant help with a project,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Very much so,Very much so,Quite a lot,11 or more times,To obtain significant help with a project,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat likely,Very likely,"Chat GPT can and is used for plagiarism however I don't think its presence is going to encourage or discourage plagiarism other mediums are used for plagiarism anyways. I've seen people use Chat GPT to work productively in certain subjects such as coding. At the end of the day Chat GPT excels at doing very simple medial tasks/busy work that professors often assign, these tedious tasks probably shouldn't be given at the college level anyways and academia should try to increase the quality/amount of work they are giving rather than cracking down on students. ",Male,18-21,Social & Behavioral Sciences,Student
A good amount,From a friend,To aid in completion of a project,Curiosity,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat,Very much so,Not at all,0,I have not used ChatGPT,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Very likely,Very likely,ChatGPT can increase productivity but at the same time it doesn’t basic moral conduct. (Taking someone else words for your own),Female,18-21,Social & Behavioral Sciences,Student
